id,predicted_result_type,sentence_year,sentence_months,sentence_days,sentence_hours,is_suspended,suspension_years,suspension_months,fine_is_fixed,fine_amount,drug_weight,entry_date,result_date,court,codex_articles,result_type,region,gender_group,is_weight_missing
10258231,условное осуждение,0.0,0.0,0.0,0.0,False,0.0,0.0,True,10000.0,7.2,2019-11-07,,Магарамкентский районный суд (Республика Дагестан),228 ч.1 УК,Вынесен ПРИГОВОР,Республика Дагестан,муж,False
10251800,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,True,7000.0,0.454,2023-02-16,,Свердловский районный суд г. Иркутска (Иркутская область),228 ч.1 УК,Вынесен ПРИГОВОР,Иркутская область,муж,False
10206764,условное осуждение,1.0,1.0,3.0,0.0,False,0.0,0.0,True,0.0,25.69,2018-07-31,2018-11-09,Усть-Джегутинский районный суд (Карачаево-Черкесская Республика),228 ч.1 УК,Вынесен ПРИГОВОР,Удмуртская Республика,жен,False
10026791,условное осуждение,3.0,0.0,0.0,0.0,True,2.0,0.0,True,0.0,1.503,2023-01-09,,Сибайский городской суд (Республика Башкортостан),228 ч.2 УК,Вынесен ПРИГОВОР,Республика Башкортостан,муж,False
10137318,лишение свободы,3.0,6.0,0.0,0.0,False,0.0,0.0,True,0.0,,2021-03-01,,Московский районный суд г. Рязани (Рязанская область),228 ч.2 УК,Вынесен ПРИГОВОР,Рязанская область,муж,True
10212458,условное осуждение,1.0,9.0,0.0,0.0,True,1.0,1.0,True,0.0,0.13,2019-05-29,,Орджоникидзевский районный суд г. Магнитогорска (Челябинская область),228 ч.1 УК,Вынесен ПРИГОВОР,Челябинская область,муж,False
10079048,условное осуждение,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,81.99,2020-12-23,2021-03-02,Ялтинский городской суд (Республика Крым),228 ч.1 УК,Уголовное дело ПРЕКРАЩЕНОИСТЕЧЕНИЕ СРОКОВ ДАВНОСТИ уголовного преследования,Республика Крым,муж,False
10596430,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,True,0.0,0.64,2024-04-04,,Зюзинский районный суд (Город Москва),228 ч.1 УК,Приговор,Город Москва,муж,False
10628399,условное осуждение,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2024-06-28,,Ангарский городской суд (Иркутская область),228 ч.1 УК,Вынесен ПРИГОВОР,Иркутская область,муж,True
10486844,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2022-03-11,,Камышинский городской суд (Волгоградская область),228 ч.1 УК,Вынесен ПРИГОВОР,Волгоградская область,муж,True
10252807,условное осуждение,4.0,0.0,0.0,0.0,True,3.0,0.0,True,0.0,12.8,2019-07-01,,Баунтовский районный суд (Республика Бурятия),228 ч.2 УК,Вынесен ПРИГОВОР,Республика Бурятия,муж,False
10009005,условное осуждение,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2020-10-30,,Биробиджанский районный суд Еврейской автономной области (Еврейская автономная область),228 ч.1 УК,Уголовное дело ПРЕКРАЩЕНОПрекращение уголовного дела В СВЯЗИ С ДЕЯТЕЛЬНЫМ РАСКАЯНИЕМ,Еврейская автономная область,муж,True
10264588,условное осуждение,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2022-10-05,2022-07-12,Кировский районный суд г. Махачкалы (Республика Дагестан),228 ч.1 УК,Вынесен ПРИГОВОР,Республика Дагестан,муж,True
10022248,условное осуждение,0.0,0.0,0.0,0.0,False,0.0,0.0,True,10000.0,0.211,2018-05-15,2018-04-06,Свердловский районный суд г. Красноярска (Красноярский край),228 ч.1 УК,Вынесен ПРИГОВОР,Красноярский край,муж,False
10662017,условное осуждение,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2024-07-31,2024-05-09,Пушкинский районный суд (Город Санкт-Петербург),228 ч.1 УК,Вынесен ПРИГОВОР,Город Санкт-Петербург,муж,True
10009336,условное осуждение,3.0,0.0,0.0,0.0,True,4.0,0.0,True,0.0,1.07,2022-11-17,2022-08-12,Нижнекамский городской суд (Республика Татарстан ),228 ч.2 УК,Вынесен ПРИГОВОР,Республика Татарстан,муж,False
10122521,штраф,0.0,0.0,0.0,300.0,False,0.0,0.0,True,0.0,0.36,2024-01-19,,Предгорный районный суд (Ставропольский край),228 ч.1 УК,Вынесен ПРИГОВОР,Ставропольский край,муж,False
10270048,лишение свободы,0.0,0.0,0.0,0.0,False,0.0,0.0,True,0.0,0.453,2023-01-25,2023-06-03,Братский городской суд (Иркутская область),228 ч.2 УК,Вынесен ПРИГОВОР,Иркутская область,муж,False
9994332,условное осуждение,3.0,0.0,0.0,0.0,True,3.0,0.0,True,20000.0,45.801,2018-06-29,2018-11-07,Елизовский районный суд (Камчатский край),228 ч.2 УК,Вынесен ПРИГОВОР,Камчатский край,муж,False
10008494,условное осуждение,0.0,0.0,0.0,0.0,False,0.0,0.0,True,0.0,1.28,2020-09-30,,Биробиджанский районный суд Еврейской автономной области (Еврейская автономная область),228 ч.1 УК,Вынесен ПРИГОВОР,Еврейская автономная область,муж,False
10285145,штраф,1.0,6.0,0.0,0.0,True,2.0,0.0,True,0.0,0.209,2021-10-22,2021-08-12,Ангарский городской суд (Иркутская область),228 ч.1 УК,Вынесен ПРИГОВОР,Иркутская область,муж,False
10062974,условное осуждение,1.0,4.0,0.0,0.0,True,1.0,0.0,True,0.0,0.31,2022-04-29,,Предгорный районный суд (Ставропольский край),228 ч.1 УК,Вынесен ПРИГОВОР,Ставропольский край,муж,False
10092757,условное осуждение,0.0,0.0,0.0,240.0,False,0.0,0.0,True,0.0,0.879,2019-06-17,2019-11-07,Кстовский городской суд (Нижегородская область),228 ч.1 УК,Вынесен ПРИГОВОР,Нижегородская область,муж,False
10066149,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2020-01-23,,Кировский районный суд г. Томска (Томская область),228 ч.2 УК,Вынесен ПРИГОВОР,Томская область,муж,True
10109518,условное осуждение,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2023-09-29,,Заринский районный суд (Алтайский край),228 ч.2 УК,Применены ПРИНУДИТЕЛЬНЫЕ МЕРЫ МЕДИЦИНСКОГО ХАРАКТЕРА,Алтайский край,неизвестно,True
10247257,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,True,15000.0,13.27,2021-03-01,,Каспийский городской суд (Республика Дагестан),228 ч.1 УК,Вынесен ПРИГОВОР,Республика Дагестан,муж,False
9998755,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2022-04-20,2022-01-11,Таганрогский городской суд (Ростовская область),228 ч.2 УК,Вынесен ПРИГОВОР,Ростовская область,муж,True
10030502,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,True,10000.0,0.05,2020-06-30,2020-07-08,Ангарский городской суд (Иркутская область),228 ч.1 УК,Вынесен ПРИГОВОР,Иркутская область,муж,False
10115353,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2019-01-31,,Азовский городской суд (Ростовская область),"228 ч.1 УК, 228 ч.2 УК",Вынесен ПРИГОВОР,Ростовская область,муж,True
10127022,условное осуждение,1.0,6.0,0.0,0.0,True,2.0,0.0,True,0.0,4.53,2018-01-31,,Киевский районный суд г. Симферополя (Республика Крым),228 ч.1 УК,Вынесен ПРИГОВОР,Республика Крым,муж,False
10474938,условное осуждение,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2021-03-02,,Октябрьский районный суд (Город Санкт-Петербург),228 ч.1 УК,Применены ПРИНУДИТЕЛЬНЫЕ МЕРЫ МЕДИЦИНСКОГО ХАРАКТЕРА,Город Санкт-Петербург,неизвестно,True
10265781,условное осуждение,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2023-08-08,,Партизанский городской суд (Приморский край),228 ч.2 УК,Вынесен ПРИГОВОР,Приморский край,жен,True
10260423,условное осуждение,0.0,0.0,0.0,0.0,True,0.0,0.0,True,0.0,0.72,2018-10-05,2018-09-11,Пушкинский городской суд (Московская область),228 ч.1 УК,Вынесен ПРИГОВОР,Московская область,муж,False
10236224,условное осуждение,0.0,6.0,0.0,0.0,True,0.0,6.0,True,0.0,6.37,2018-08-01,,Дербентский городской суд (Республика Дагестан),228 ч.1 УК,Вынесен ПРИГОВОР,Республика Дагестан,муж,False
10610765,штраф,0.0,0.0,60.0,48.0,False,0.0,0.0,True,25000.0,0.413,2024-06-20,,Октябрьский районный суд г. Красноярска (Красноярский край),228 ч.1 УК,Вынесен ПРИГОВОР,Красноярский край,муж,False
10201987,условное осуждение,1.0,1.0,60.0,0.0,False,0.0,0.0,True,10000.0,1.945,2018-10-26,,Петушинский районный суд (Владимирская область),228 ч.1 УК,Вынесен ПРИГОВОР,Владимирская область,муж,False
10208437,штраф,0.0,0.0,0.0,200.0,False,0.0,0.0,True,0.0,0.48,2018-01-31,,Сургутский городской суд (Ханты-Мансийский автономный округ-Югра),228 ч.1 УК,Вынесен ПРИГОВОР,Ханты-Мансийский автономный округ-Югра,муж,False
10656750,условное осуждение,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2024-07-24,2024-05-08,Ворошиловский районный суд г. Ростова-на-Дону (Ростовская область),228 ч.1 УК,Вынесен ПРИГОВОР,Ростовская область,муж,True
10109391,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,True,10000.0,29.68,2022-05-23,,Засвияжский районный суд г. Ульяновска (Ульяновская область),228 ч.1 УК,Вынесен ПРИГОВОР,Ульяновская область,муж,False
10041814,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,True,15000.0,10.46,2023-02-28,,Земетчинский районный суд (Пензенская область),228 ч.1 УК,Вынесен ПРИГОВОР,Пензенская область,муж,False
10066735,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2020-10-20,,Ново-Савиновский районный суд г. Казани (Республика Татарстан ),228 ч.2 УК,Вынесен ПРИГОВОР,Республика Татарстан,муж,True
10260670,условное осуждение,8.0,8.0,0.0,0.0,True,1.0,0.0,True,0.0,7.689,2018-03-26,,Ухтинский городской суд (Республика Коми),228 ч.1 УК,Вынесен ПРИГОВОР,Республика Коми,муж,False
10689143,условное осуждение,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2024-08-19,,Коптевский районный суд (Город Москва),228 ч.1 УК,,Город Москва,муж,True
9974835,условное осуждение,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2021-10-28,,Тукаевский районный суд (Республика Татарстан ),228 ч.2 УК,Вынесен ПРИГОВОР,Республика Татарстан,муж,True
10201595,условное осуждение,1.0,10.0,0.0,0.0,False,0.0,0.0,True,0.0,81.31,2020-07-02,,Приволжский районный суд (Астраханская область),228 ч.1 УК,Вынесен ПРИГОВОР,Астраханская область,муж,False
10113124,условное осуждение,1.0,6.0,0.0,0.0,False,0.0,0.0,True,0.0,0.101,2018-07-31,,Усинский городской суд (Республика Коми),228 ч.1 УК,Вынесен ПРИГОВОР,Республика Коми,муж,False
10115298,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2021-04-01,2021-08-09,Камышинский городской суд (Волгоградская область),228 ч.2 УК,Вынесен ПРИГОВОР,Волгоградская область,муж,True
10489816,условное осуждение,1.0,1.0,0.0,0.0,True,1.0,1.0,True,0.0,47.24,2020-12-01,,Краснооктябрьский районный суд г. Волгограда (Волгоградская область),228 ч.1 УК,Вынесен ПРИГОВОР,Волгоградская область,муж,False
10107268,условное осуждение,1.0,0.0,0.0,0.0,True,2.0,0.0,True,0.0,0.63,2019-01-30,,Заднепровский районный суд г. Смоленска (Смоленская область),228 ч.1 УК,Вынесен ПРИГОВОР,Смоленская область,муж,False
10275128,условное осуждение,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2019-09-05,,Железнодорожный районный суд г. Ростова-на-Дону (Ростовская область),228 ч.1 УК,Вынесен ПРИГОВОР,Ростовская область,муж,True
10099832,условное осуждение,3.0,0.0,0.0,0.0,True,3.0,0.0,True,0.0,0.398,2019-02-28,,Советский районный суд г. Уфы (Республика Башкортостан),228 ч.2 УК,Вынесен ПРИГОВОР,Республика Башкортостан,муж,False
10134314,условное осуждение,2.0,0.0,0.0,23.0,False,0.0,0.0,True,0.0,4.0,2019-10-18,2019-12-11,Ливенский районный суд (Орловская область),228 ч.1 УК,Вынесен ПРИГОВОР,Орловская область,муж,False
10227982,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2019-11-29,,Ленинский районный суд г. Орска (Оренбургская область),228 ч.1 УК,Вынесен ПРИГОВОР,Оренбургская область,муж,True
10620362,условное осуждение,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2024-03-29,,Чертановский районный суд (Город Москва),228 ч.1 УК,Приговор,Город Москва,муж,True
10272678,условное осуждение,0.0,0.0,0.0,0.0,True,0.0,0.0,True,0.0,4.0,2023-12-26,2024-05-02,Нефтеюганский районный суд (Ханты-Мансийский автономный округ-Югра),228 ч.1 УК,Вынесен ПРИГОВОР,Ханты-Мансийский автономный округ-Югра,муж,False
10061270,условное осуждение,3.0,0.0,0.0,0.0,True,2.0,0.0,True,0.0,1.96,2022-05-27,,Ленинский районный суд г. Нижний Новгород (Нижегородская область),228 ч.2 УК,Вынесен ПРИГОВОР,Нижегородская область,муж,False
10080211,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,True,0.0,21.09,2020-10-20,,Железнодорожный районный суд г. Пензы (Пензенская область),228 ч.1 УК,Вынесен ПРИГОВОР,Пензенская область,муж,False
10232790,условное осуждение,0.0,0.0,0.0,240.0,False,0.0,0.0,True,0.0,16.9,2021-09-30,,Волоконовский районный суд (Белгородская область),228 ч.1 УК,Вынесен ПРИГОВОР,Белгородская область,муж,False
10098103,условное осуждение,0.0,0.0,0.0,0.0,False,0.0,0.0,True,15000.0,30.75,2019-05-29,,Гергебильский районный суд (Республика Дагестан),228 ч.1 УК,Вынесен ПРИГОВОР,Республика Дагестан,муж,False
10215964,условное осуждение,0.0,0.0,0.0,0.0,False,0.0,0.0,True,0.0,74.0,2018-09-14,2018-10-10,Бийский городской суд (Алтайский край),228 ч.1 УК,Вынесен ПРИГОВОР,Алтайский край,муж,False
10174255,условное осуждение,0.0,0.0,60.0,0.0,False,0.0,0.0,True,5000.0,0.909,2023-10-20,,Иркутский районный суд (Иркутская область),228 ч.1 УК,Вынесен ПРИГОВОР,Иркутская область,муж,False
10082008,условное осуждение,3.0,0.0,0.0,0.0,True,3.0,0.0,True,0.0,2.0,2022-03-18,,Железнодорожный районный суд г. Пензы (Пензенская область),228 ч.2 УК,Вынесен ПРИГОВОР,Пензенская область,муж,False
10159090,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,True,30000.0,0.29,2019-10-21,2019-12-12,Ворошиловский районный суд г. Ростова-на-Дону (Ростовская область),228 ч.1 УК,Вынесен ПРИГОВОР,Ростовская область,муж,False
10113732,условное осуждение,1.0,3.0,0.0,0.0,False,0.0,0.0,True,0.0,,2020-08-20,,Петровск-Забайкальский городской суд (Забайкальский край),228 ч.1 УК,Вынесен ПРИГОВОР,Забайкальский край,муж,True
10139337,условное осуждение,0.0,0.0,0.0,0.0,False,0.0,0.0,True,0.0,403.64,2018-04-27,2018-06-06,Тарумовский районный суд (Республика Дагестан),228 ч.2 УК,Вынесен ПРИГОВОР,Республика Дагестан,муж,False
10132894,условное осуждение,3.0,0.0,0.0,0.0,False,0.0,0.0,True,0.0,1.22,2019-06-20,,Рузаевский районный суд (Республика Мордовия),228 ч.2 УК,Вынесен ПРИГОВОР,Республика Мордовия,муж,False
10264495,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2020-01-31,2020-05-11,Советский районный суд г. Владивостока (Приморский край),228 ч.1 УК,Вынесен ПРИГОВОР,Приморский край,муж,True
10254074,условное осуждение,2.0,0.0,0.0,0.0,False,0.0,0.0,True,0.0,,2023-04-26,,Борисовский районный суд (Белгородская область),228 ч.2 УК,Вынесен ПРИГОВОР,Белгородская область,муж,True
10168701,условное осуждение,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2018-09-19,,Фрунзенский районный суд (Город Санкт-Петербург),228 ч.2 УК,Вынесен ПРИГОВОР,Город Санкт-Петербург,муж,True
10193101,условное осуждение,3.0,0.0,0.0,0.0,True,1.0,0.0,True,0.0,0.593,2021-04-30,,Оловяннинский районный суд (Забайкальский край),228 ч.2 УК,Вынесен ПРИГОВОР,Забайкальский край,муж,False
10072644,условное осуждение,1.0,0.0,0.0,0.0,False,0.0,0.0,True,0.0,,2019-07-30,2019-12-08,Калининский районный суд г. Тюмени (Тюменская область),228 ч.1 УК,Вынесен ПРИГОВОР,Тюменская область,муж,True
10198588,условное осуждение,3.0,0.0,0.0,0.0,True,2.0,0.0,True,0.0,0.47,2019-05-28,,Индустриальный районный суд г. Ижевска (Удмуртская Республика),228 ч.2 УК,Вынесен ПРИГОВОР,Удмуртская Республика,муж,False
10101554,условное осуждение,3.0,0.0,0.0,0.0,True,2.0,0.0,True,0.0,0.898,2023-09-01,,Минусинский городской суд (Красноярский край),228 ч.2 УК,Вынесен ПРИГОВОР,Красноярский край,муж,False
10071805,условное осуждение,0.0,0.0,0.0,240.0,False,0.0,0.0,True,0.0,0.33,2021-10-22,,Асбестовский городской суд (Свердловская область),228 ч.1 УК,Вынесен ПРИГОВОР,Свердловская область,муж,False
10296576,условное осуждение,0.0,0.0,10.0,250.0,False,0.0,0.0,True,0.0,0.85,2020-01-31,,Фрунзенский районный суд г. Владивостока (Приморский край),228 ч.1 УК,Вынесен ПРИГОВОР,Приморский край,муж,False
10122562,условное осуждение,0.0,0.0,0.0,0.0,False,0.0,0.0,True,0.0,0.96,2019-09-27,,Московский районный суд (Город Санкт-Петербург),228 ч.1 УК,Вынесен ПРИГОВОР,Город Санкт-Петербург,муж,False
10177177,условное осуждение,3.0,0.0,0.0,0.0,True,0.0,0.0,True,0.0,1.07,2020-07-29,,Октябрьский районный суд г. Ижевска (Удмуртская Республика),228 ч.2 УК,Вынесен ПРИГОВОР,Удмуртская Республика,муж,False
10280343,условное осуждение,1.0,0.0,0.0,0.0,False,0.0,0.0,True,0.0,0.77,2021-07-20,,Режевской городской суд (Свердловская область),228 ч.1 УК,Вынесен ПРИГОВОР,Свердловская область,муж,False
10231095,условное осуждение,3.0,0.0,0.0,0.0,True,0.0,0.0,True,0.0,8.4,2022-08-04,2022-02-09,Свердловский районный суд г. Иркутска (Иркутская область),228 ч.2 УК,Вынесен ПРИГОВОР,Иркутская область,муж,False
10155402,условное осуждение,3.0,0.0,0.0,0.0,False,0.0,0.0,True,0.0,118.93,2018-10-25,,Моздокский районный суд (Республика Северная Осетия-Алания),228 ч.2 УК,Вынесен ПРИГОВОР,Республика Северная Осетия-Алания,муж,False
10298053,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2018-12-04,2019-12-02,Белебеевский городской суд (Республика Башкортостан),228 ч.1 УК,Вынесен ПРИГОВОР,Республика Башкортостан,муж,True
10340873,условное осуждение,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2024-04-26,,Хорольский районный суд (Приморский край),228 ч.1 УК,,Приморский край,муж,True
10017950,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2020-09-18,2020-09-10,Черноземельский районный суд (Республика Калмыкия),228 ч.1 УК,ВОЗВРАЩЕНО ПРОКУРОРУ или РУКОВОДИТЕЛЮ СЛЕДСТВЕННОГО ОРГАНАОБВИНИТЕЛЬНОЕ ЗАКЛЮЧЕНИЕ (обв. акт) СОСТАВЛЕНЫ С НАРУШЕНИЕМ т,Республика Калмыкия,муж,True
10395264,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2024-05-16,,Увельский районный суд (Челябинская область),228 ч.2 УК,,Челябинская область,муж,True
10149969,условное осуждение,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2018-09-27,,Верхнеуслонский районный суд (Республика Татарстан ),228 ч.1 УК,Вынесен ПРИГОВОР,Республика Татарстан,муж,True
9990776,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2019-07-30,,Кировский районный суд (Ставропольский край),228 ч.2 УК,Вынесен ПРИГОВОР,Ставропольский край,муж,True
10184358,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,True,30000.0,0.87,2021-04-01,,Елецкий городской суд (Липецкая область),228 ч.1 УК,Вынесен ПРИГОВОР,Липецкая область,муж,False
10221142,условное осуждение,3.0,0.0,0.0,0.0,True,2.0,0.0,True,0.0,1.31,2018-04-28,,Октябрьский районный суд г. Саранска (Республика Мордовия),228 ч.2 УК,Вынесен ПРИГОВОР,Республика Мордовия,муж,False
10202877,условное осуждение,0.0,0.0,0.0,0.0,False,0.0,0.0,True,5000.0,25.0,2019-01-10,2019-05-02,Каменский городской суд (Алтайский край),228 ч.1 УК,Вынесен ПРИГОВОР,Алтайский край,муж,False
10160289,условное осуждение,0.0,0.0,0.0,0.0,False,0.0,0.0,True,0.0,,2018-12-26,,Кызылский районный суд (Республика Тыва),228 ч.1 УК,Вынесен ПРИГОВОР,Республика Тыва,неизвестно,True
10119257,условное осуждение,3.0,0.0,0.0,0.0,True,2.0,0.0,True,0.0,3.28,2019-03-27,,Московский районный суд (Город Санкт-Петербург),228 ч.2 УК,Вынесен ПРИГОВОР,Город Санкт-Петербург,муж,False
10215300,условное осуждение,3.0,0.0,0.0,0.0,True,2.0,0.0,True,0.0,0.642,2021-12-01,,Демский районный суд г. Уфы (Республика Башкортостан),228 ч.2 УК,Вынесен ПРИГОВОР,Республика Башкортостан,неизвестно,False
9986156,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,True,25000.0,3.24,2023-12-26,,Смидовичский районный суд (Еврейская автономная область),228 ч.1 УК,Вынесен ПРИГОВОР,Еврейская автономная область,муж,False
10067977,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2022-10-05,2022-09-11,Ново-Савиновский районный суд г. Казани (Республика Татарстан ),228 ч.1 УК,Вынесен ПРИГОВОР,Республика Татарстан,муж,True
10283674,условное осуждение,3.0,0.0,0.0,0.0,True,3.0,0.0,True,0.0,1.17,2021-10-29,,Орджоникидзевский районный суд г. Магнитогорска (Челябинская область),228 ч.2 УК,Вынесен ПРИГОВОР,Челябинская область,муж,False
10081522,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2019-04-24,,Тандинский районный суд (Республика Тыва),228 ч.1 УК,Уголовное дело ПРЕКРАЩЕНОназначена мера уголовно-правового характера - СУДЕБНЫЙ ШТРАФ (ст. 25.1 УПК РФ),Республика Тыва,неизвестно,True
10124887,условное осуждение,1.0,0.0,0.0,0.0,False,0.0,0.0,True,0.0,2.02,2022-03-01,,Озерский городской суд (Челябинская область),228 ч.1 УК,Вынесен ПРИГОВОР,Челябинская область,муж,False
10019735,условное осуждение,3.0,6.0,0.0,0.0,True,4.0,0.0,True,0.0,1.21,2018-08-31,,Южно-Курильский районный суд (Сахалинская область),228 ч.2 УК,Вынесен ПРИГОВОР,Сахалинская область,муж,False
10238209,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2020-10-19,,Черемховский районный суд (Иркутская область),228 ч.2 УК,Вынесен ПРИГОВОР,Иркутская область,муж,True
10255101,условное осуждение,1.0,0.0,0.0,0.0,False,0.0,0.0,True,0.0,1.86,2023-03-02,,Дзержинский районный суд г. Оренбурга (Оренбургская область),228 ч.2 УК,Вынесен ПРИГОВОР,Оренбургская область,муж,False
10124250,условное осуждение,0.0,9.0,0.0,0.0,True,1.0,6.0,True,0.0,4.86,2018-12-21,,Нерюнгринский городской суд (Республика Саха (Якутия)),228 ч.1 УК,Вынесен ПРИГОВОР,Республика Саха (Якутия),неизвестно,False
9991268,условное осуждение,3.0,0.0,0.0,0.0,True,2.0,2.0,True,0.0,294.0,2024-02-29,2024-09-04,Петропавловский районный суд (Алтайский край),228 ч.2 УК,Вынесен ПРИГОВОР,Алтайский край,муж,False
10519359,лишение свободы,1.0,2.0,0.0,240.0,True,1.0,6.0,True,0.0,0.51,2023-05-31,2023-03-07,Джанкойский районный суд (Республика Крым),228 ч.1 УК,Вынесен ПРИГОВОР,Республика Крым,жен,False
10150132,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,True,15000.0,94.86,2021-12-16,2022-01-02,Тарумовский районный суд (Республика Дагестан),228 ч.1 УК,Вынесен ПРИГОВОР,Республика Дагестан,муж,False
9975335,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,True,7000.0,11.63,2020-03-02,,Урупский районный суд (Карачаево-Черкесская Республика),228 ч.1 УК,Вынесен ПРИГОВОР,Республика Карачаево-Черкесия,муж,False
10083223,условное осуждение,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2021-06-18,,Югорский районный суд (Ханты-Мансийский автономный округ-Югра),228 ч.2 УК,Вынесен ПРИГОВОР,Ханты-Мансийский автономный округ-Югра,муж,True
10033387,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.221,2021-08-05,,Калининский районный суд г. Уфы (Республика Башкортостан),228 ч.1 УК,Уголовное дело ПРЕКРАЩЕНОназначена мера уголовно-правового характера - СУДЕБНЫЙ ШТРАФ (ст. 25.1 УПК РФ),Республика Башкортостан,муж,False
10033412,условное осуждение,1.0,0.0,0.0,0.0,True,1.0,6.0,True,0.0,1.861,2022-12-02,,Ленинский районный суд г. Ярославля (Ярославская область),228 ч.1 УК,Вынесен ПРИГОВОР,Ярославская область,жен,False
10091279,условное осуждение,1.0,1.0,0.0,0.0,False,0.0,0.0,True,0.0,0.571,2022-07-20,2022-03-11,Куйбышевский районный суд г. Иркутска (Иркутская область),228 ч.1 УК,Вынесен ПРИГОВОР,Иркутская область,муж,False
10260960,условное осуждение,3.0,0.0,0.0,0.0,True,3.0,0.0,True,0.0,1.57,2023-04-03,,Ворошиловский районный суд г. Ростова-на-Дону (Ростовская область),228 ч.2 УК,Вынесен ПРИГОВОР,Ростовская область,муж,False
10084043,условное осуждение,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2019-11-12,,Куйбышевский районный суд г. Иркутска (Иркутская область),228 ч.2 УК,Вынесен ПРИГОВОР,Иркутская область,муж,True
10101718,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,,2019-01-31,,Заводской районный суд г. Орла (Орловская область),228 ч.1 УК,Вынесен ПРИГОВОР,Орловская область,муж,True
10226849,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,True,7000.0,2.03,2022-12-26,2023-06-09,Калининский районный суд (Город Санкт-Петербург),228 ч.1 УК,Вынесен ПРИГОВОР,Город Санкт-Петербург,муж,False
10260206,условное осуждение,3.0,0.0,0.0,0.0,True,2.0,0.0,True,0.0,1.61,2018-07-30,2018-05-09,Приморский районный суд (Город Санкт-Петербург),228 ч.2 УК,Вынесен ПРИГОВОР,Город Санкт-Петербург,муж,False
10234096,штраф,0.0,0.0,0.0,0.0,False,0.0,0.0,True,20000.0,1.14,2018-10-30,,Калининский районный суд г. Челябинска (Челябинская область),228 ч.1 УК,Вынесен ПРИГОВОР,Челябинская область,муж,False
10192705,условное осуждение,3.0,0.0,0.0,0.0,True,3.0,0.0,True,0.0,1.2,2020-06-15,,Орджоникидзевский районный суд г. Магнитогорска (Челябинская область),228 ч.2 УК,Вынесен ПРИГОВОР,Челябинская область,жен,False
10189304,условное осуждение,0.0,3.0,0.0,0.0,False,0.0,0.0,True,15000.0,0.426,2022-08-01,,Советский районный суд г. Красноярска (Красноярский край),228 ч.1 УК,Вынесен ПРИГОВОР,Красноярский край,муж,False
